Question,Answer
"Under the Secret Treaty of Dover, this monarch converted to Catholicism and assisted Louis XIV (the fourteenth) with warships. This man, whose mistresses included Nell Gwyn, agreed to the Test Act and Corporation Acts that made up the Clarendon Code. Titus Oates falsely claimed Catholics were conspiring to (*) assassinate this monarch in the Popish Plot. This king, who drafted the Declaration of Breda, ended the English Interregnum, which coincided with the Great Fire of London. For 10 points, name this Stuart king who was restored after Oliver Cromwell's death.",Charles II [prompt on Charles]
"Impeachment proceedings against this country's president began when Brunco Pacheco was found with $20,000 in a bathroom. During the 2021 presidential elections in this country, a former elementary school teacher who campaigned in a straw hat defeated the (*) daughter of a former president. After a failed attempt to dissolve this country's congress, the president of this country is now in the same prison as former president Alberto Fujimori (FOO-hee-MOR-ee). For 10 points, name this country whose president Pedro Castillo (kah-STEE-yoh) was arrested in 2022.",Peru [Republic of Peru; or Republica del Peru]
"This character is handed a piece of paper that was cut out from Dick Johnson's Bible and that contains the word ""depposed"" (deposed) misspelled by George Merry. The nickname Barbecue refers to this character, who was based on the poet William Ernest Henley. This character tells Israel Hands his plan to kill (*) Squire Trelawney (treh-LAW-nee), but is overheard by a boy in an apple barrel. This character, who is hired to be the cook on the Hispaniola (hiss-pun-YOH-luh), has a parrot named Captain Flint. For 10 points, name this one-legged pirate from the novel Treasure Island.",Long John Silver [or Long John Silver; or Jack Silver; or Barbecue until it is read]
"Peter Fechter died after being shot and stuck in barbed wire at this location. A standoff between tanks occurred at this location after diplomat Allen Lightner tried to attend an opera. Graffiti artist Dmitri Vrubel reproduced a photograph of Leonid Brezhnev and (*) Erich Honecker kissing on this structure. The song ""Looking for Freedom"" was performed on top of this structure, which included a crossing point at Checkpoint Charlie. For 10 points, name this structure that Ronald Reagan said to ""tear down,"" which separated the capital of Germany.",Berlin Wall [or Berliner Mauer]
"A kneeling woman and a standing man are depicted in a sculpture commemorating the end of this practice by Edmonia (ed-MOH-nee-uh) Lewis. A later myth claimed that quilts transmitted information to those affected by this practice. Pottery manufacturer Josiah Wedgwood created a medallion opposing this practice that includes the phrase (*) ""Am I not a man and a brother?"" Some songs created after this practice's end incorporated lines from spirituals. For 10 points, name this practice that was opposed in art made by abolitionists.",slavery [or slave trade; or abolition of slavery]
"Integrated development environments for this programming language include BlueJ and NetBeans. AWT is this language's legacy GUI toolkit that was expanded upon in the Swing toolkit. Scala and Kotlin are other languages compiled to the bytecode named for this language that allows programmers to (*) ""write once, run anywhere."" The JAR package file format is used by this language, which outputs text with the command ""system.out.print."" (system-dot-out-dot-print) Oracle now owns, for 10 points, what programming language whose logo is a coffee cup?","Java [do not accept or prompt on ""JavaScript""]"
"This country's ""isicathamiya"" (ISS-ik-ATH-uh-MEE-yah) style was used by Joseph Shabalala to found the choral group Ladysmith Black Mambazo. A singer from this country, the home of Hugh Masekela (mah-SEK-uh-luh), inspired The Tokens' ""The (*) Lion Sleeps Tonight"" with ""Mbube"" (mm-BOO-bay). Miriam Makeba, who sang in Xhosa (KOH-suh), was from this country, whose Sun City resort was the target of a 1980s international boycott movement by popular musicians. For 10 points, name this country criticized by The Specials in the song “Free Nelson Mandela.”",South Africa [Republic of South Africa; or RSA]
"The negative gradient of this quantity comprises its namesake term in the Navier-Stokes (NEV-yay-stokes) equation. The difference between the static and stagnation forms of this quantity equals one half times density times velocity squared, per the Bernoulli principle. This quantity does not change in an isobaric (AI-soh-BAH-rik) process. The total amount of this quantity in a (*) gas mixture equals the sum of this quantity for each individual gas, per Dalton's law. This quantity is multiplied by volume on one side of the ideal gas law. For 10 points, name this quantity equal to force over area.",pressure [prompt on P]
"Escalating tensions between these two countries have led to the deployment of bastion missiles on Matua island. The Northern Territories Dispute concerns land contested between these two countries since the seizure of four islands shortly after the end of World War II, which include Iturup. These two countries share the waters of the Sea of (*) Okhotsk (uh-KOTSK) and contest ownership of the Kuril (KYOO-rye-ul) Islands. For 10 points, name these two countries separated by just over twenty-five miles between Hokkaido (hoh-kai-do) and Sakhalin (sah-kah-LEEN) Island.","Russia and Japan [or Russian Federation in place of ""Russia""; or Nihon or Nippon in place of ""Japan""; answers may be given in either order, but do not accept or prompt if only one answer is given]"
"In a story by this author, a family patriarch keeps his slaves after the Civil War by reading a fake announcement from Nathan Bedford Forrest. That story by this man ends when Percy's father attempts to bribe God with a (*) jewel. This man’s wife, the subject of Therese Fowler’s novel Z, was named Zelda. This man's collection Tales of the Jazz Age contained a story about a man who falls in love with Hildegarde Moncrief while aging backwards. For 10 points, name this author of ""The Curious Case of Benjamin Button"" and ""The Diamond as Big as the Ritz.""",F. Scott Fitzgerald [Francis Scott Key Fitzgerald]
"Swedish politician Rebecka Fallenkvist (FAA-lenk-vist) was suspended by her party in 2022 for making disparaging comments about this person. Rosemary Sullivan's 2022 book titled for this person's ""betrayal"" was discredited. A house named for this person is where Hazel and Augustus share their first kiss in (*) John Green's novel The Fault in Our Stars. This person fell in love with Peter van Pels while in a ""secret annex,"" where she wrote letters addressed to Kitty. For 10 points, name this Jewish girl who wrote in a diary while hiding from Nazis.",Anne Frank [or Annelies Marie Frank; or The Betrayal of Anne Frank: A Cold Case Investigation; or Anne Frank House; or The Diary of Anne Frank]
"The protagonist of Persepolis (pur-SEP-uh-lis) claims a Michael Jackson button actually depicts this man. Les Payne and Manning Marable wrote biographies of this man, whose autobiography depicts Shorty straightening his kinky hair. ""Detroit Red"" was a nickname of this man, whose (*) diary discusses his 1964 pilgrimage to Mecca. This man's autobiography, as told to the author of Roots, describes replacing his ""white slavemaster"" surname. Alex Haley wrote about, for 10 points, what assassinated Black nationalist who changed his surname to a single letter?",Malcolm X [or Malcolm Little; or El-Hajj Malik El-Shabazz; prompt on Malcolm; prompt on X]
"This politician attacked British support for the abolition of slavery in Texas in his letter to Richard Pakenham (PAK-in-um). As Secretary of War for James Monroe, this politician created the Bureau of Indian Affairs. This politician's wife Floride  (Florida) led the ostracism of Peggy Eaton. In a (*) toast, this politician stated, ""The Union — next to our Liberty the most dear"" in a fight with Andrew Jackson stemming from his authorship of the ""South Carolina Exposition and Protest."" For 10 points, name this South Carolina senator and advocate of nullification.",John C. Calhoun [John Caldwell Calhoun]
"This superhero was the central character to a series of cartoons created by Fleischer Studios in the 1940s. This hero and another character who debuted nine months later appeared in one of the first crossovers in New York World's Fair Comics #1. A character using the name Steel tried to replace this character during a storyline about his (*) death.  Joe Shuster and Jerry Siegel created this character, who is unusually depicted as a villain in the Injustice series of video games. Henry Cavill portrayed this hero in Man of Steel. For 10 points, name this DC comic book hero who uses the alias Clark Kent.",Superman [or Kal-El; or Clark Kent before it is read]
"While within a namesake one of these structures, Salmonella is able to survive and replicate in certain mammalian cells. A form of this organelle undergoes systole (SIS-toh-lee) and diastole (dye-AST-uh-lee) while moving water; that contractile form of it is mainly found in protists. The membranes of these organelles are filled with cell sap and are known as (*) tonoplasts. A central one of these organelles maintains turgor pressure and occupies most of the volume of a plant cell. For 10 points, name this membrane-bound organelle that mostly contains water.",vacuole [accept central vacuole or contractile vacuole or Salmonella-containing vacuole; do not accept or prompt on “vesicle” or “endosome” or “lysosome” or “phagosome” or “phagolysosome”]
"This province became a colony shortly after the 1858 Fraser Canyon Gold Rush. Over a thousand residents of the Downtown Eastside neighborhood were evicted before this province's Expo 86. This province, the sixth to join confederation, developed its fur-trading posts into the cities of Kamloops and (*) Nanaimo (nah-NAI-moh). This province's Kwakiutl (KWAH-kee-oo- tul) and Tsimshian (SIM-shee-an) peoples faced discrimination during the development of a city that later hosted the 2010 Winter Olympics. An 18th-century British explorer names, for 10 points, what province's city of Vancouver?",British Columbia
"The world's largest indoor waterfall, the Rain Vortex, was constructed at one of these locations in Singapore whose glass-and-steel façade was designed by Moshe Safdie. One of these places nicknamed the ""starfish"" in Beijing's Daxing (DAH-shing) district was designed by Zaha Hadid (ZAH-hah hah-DEED). An artificial island in Osaka houses a very long one of these buildings designed by (*) Renzo Piano. Eero Saarinen (EER-oh SAA-rin-en) designed a center for the TWA at one of these places in New York City. For 10 points, name these locations that include Kansai International and New York's JFK.","airport [or airport terminal; or flight center; or Singapore until ""these locations"" is read; prompt on terminal]"
"This molecule's transition from a triplet to singlet state causes photodegradation. MO theory explains that this molecule is paramagnetic due to an unpaired electron in a pi-star orbital. Divalent manganese is used to measure the concentration of this molecule in the Winkler test. Its dissolved concentration measures (*) aquatic primary productivity and increases in eutrophication (YOO-trof-ik-AY-shun). This molecule is added to hydrocarbons and heated to produce carbon dioxide and water in combustion. For 10 points, name this diatomic molecule with formula O2.",oxygen [or O2 until it is read]
"In a play by this author, the fainting Celie is helped by Sganarelle (s'GAN-uh-REL), who accidently takes a miniature portrait of her. A character in a play by this author loses a lawsuit for mocking a love poem. The title character of a play by this author discovers his love interest has been writing (*) identical love letters to several other men. In a play by this author the title ""imposter"" is arrested under the orders of Louis XIV (the fourteenth) for attempting to seduce Orgon's wife Elmire (el-MEER). For 10 points, name this French playwright of The Misanthrope and Tartuffe (tar- TOOF).",Molière [or Jean-Baptiste Poquelin]
"A ruleset, habitus and this concept determine an agent's position in a social field according to Pierre Bourdieu (bor-doh), whose Distinction studies this concept's cultural form. Robert Putnam analyzed the decline of this concept's social form in Bowling Alone. This concept titles a book that distinguished ""use (*) value"" from ""exchange value"" and coined the term “commodity fetishism.” With land and labor, it makes up the primary factors of production. For 10 points, what concept names an economic system based on private property and contrasted with socialism?",capital [or cultural capital; or social capital; or economic capital; or Das Kapital; or Capital; or capitalism]
"In Taihan, a four-year court battle emerged from a dispute between Jats and Sikhs from these people's Chamar subgroup. This group names a Navayana (nah-VAI-uh-nah) school movement whose followers gathered in Nagpur and took twenty-two vows in a 1956 mass conversion. Calling these people ""children of God,"" or (*) ""harijans"" (HAA-ree-jenz) is now deprecated. Adivasis (ah- DEE-vah-ZEEZ) and these people were implicitly placed below the Shudra varna since these people worked in sanitation and other ""impure"" jobs. For 10 points, name these people historically excluded from India's caste system.","Dalits [or Untouchables; or Dalita; or Scheduled Castes; or depressed classes; or Mahars; or Dalit Buddhists; or harijans before it is read; or Chamars until it is read] [The second sentence refers to B. R. Ambedkar's ""Dalit Buddhism"" movement.]"
"A National Recreation Area named for this landmark includes Fort Baker and the Headlands Center for the Arts. The Battery Spencer trail leads to a series of vantage points that overlook this landmark. This landmark, designed by Joseph Strauss, lies partially in (*) Marin (muh-RIN) County. Irving Morrow selected a sea salt-resistant paint that now characterizes this landmark's ""international orange"" color. Emperor Norton repeatedly urged the construction of, for 10 points, what suspension bridge which spans a namesake strait near San Francisco?",Golden Gate Bridge
"This rule can be illustrated by considering additional plane-wave states needed to localize a wave packet. This rule limits the lifetime of virtual particles. Coherent states achieve the lower bound set by this rule, which is illustrated by a microscope firing gamma rays at an electron. One version of this rule states the product of the standard deviations of energy and time are greater than or equal to (*) h-bar over 2. For 10 points, name this principle from quantum physics that limits knowledge of complementary variables, such as position and momentum.",Heisenberg uncertainty principle [or Heisenberg’s uncertainty principle]
"The German ship SS Ypiranga (ee-pee-RONG-guh) was headed to this country when it was intercepted. This country's refusal to provide both an apology and a 21-gun salute led to the Tampico (tahm-PEE-koh) affair. James Creelman interviewed a president of this country who was advised by José (*) Limantour (lee-mahn-TOR) and the científicos (see-en-TEE-fee-kohs). A peasant leader from this country's state of Morelos (moh-RAY-lohs) wrote the Plan of Ayala before his assassination by Venustiano Carranza. For 10 points, name this country, once home to uprisings by Emiliano Zapata and Pancho Villa.",Mexico [or the United Mexican States; or Estados Unidos Mexicanos]
"In a painting by this artist, a girl in a pink dress leans over the shoulder of a blond girl in Girls at the Piano. This artist of an 1880 portrait of Paul Cézanne (SEZ-ahn) was inspired by a François Girardon (FRAN-swah jeer-AH-doh) sculpture to show three nude women in the foreground of his (*) The Large Bathers. In another of his paintings, this artist's wife Aline Charigot (ah-LEEN shah-rah-GOH) plays with a small dog while seated across from Gustave Caillebotte (goo-STAHV KAI-bot) in a group drinking next to the Seine (sen). For 10 points, name this Impressionist creator of Luncheon of the Boating Party.",Pierre-Auguste Renoir
"In a case in this state, Roger Taney (TAW-nee) ruled that only Congress had the power to suppress habeas corpus after the defendant conspired to blow up a bridge. A city in this state was sued when a public works project resulted in sediment making the plaintiff's wharf unusable. John Marshall declared that ""the (*) power to tax involves the power to destroy"" in a case that began when this state tried to tax the Second Bank of the United States. For 10 points, name this state, the defendant in a case against McCulloch, and the location of Barron v. Baltimore.",Maryland
"A character created by this author spends all his money on a plan to dress well while bumping into an officer. The protagonist dreams of men beating a horse for refusing to pull a cart in a novel by this author, in which a character claims ""extraordinary"" people may ignore (*) morality. A narrator declares ""I Am a Sick Man"" in this author's existentialist novel Notes from Underground. The protagonist of another novel by this author is sent to Siberia after killing Alyona (al-YOH-nah) and Lizaveta (liz-ah-VAY-tah). For 10 points, name this Russian author of Crime and Punishment.",Fyodor Dostoevsky [Fyodor Mikhailovich Dostoevsky]
"The chairman of this country's National Land Commission was arrested with Atanas Kariuki Maina (ah-TAH-nqahs kah-ree-OO-kee mah-EE-nah) in 2018 in connection to railroad corruption. This country's Minister of Devolution and Planning, Anne Wiguru, was arrested along with 53 other people in the National Youth Service Scandal. This country's last president made anti-corruption a central plank of his (*) Jubilee Party. In 2022 Raila (RYE-lah) Odinga was defeated in this country's presidential election by William Ruto. For 10 points each, name this country previously led by Uhuru Kenyatta (oo-HOO-roo ken-YAH-tah).",Kenya [Republic of Kenya]
"The speaker of one of this author's poems ""must enter again… the synagogue of the ear of corn"" before declaring ""After the first death, there is no other."" This author of ""A Refusal to Mourn the Death, by Fire, of a Child in London"" recalled a time in which he was ""young and easy under the apple boughs"" (*) in ""Fern Hill."" A poem this author addressed to his dying father instructs to ""Rage, rage against the dying of the light."" For 10 points, name this Welsh poet of ""Do Not Go Gentle into That Good Night.""",Dylan Thomas [Dylan Marlais Thomas]
"The difference of two quantities describing this process is multiplied by the reflection coefficient in Starling’s equation. This process triggers crenation or plasmolysis (plaz-MAH-luh-sis) in animal and plant cells, respectively. The letter pi denotes the pressure of this process, which is measured using a U-shaped tube and drives guard cells to open during transpiration. Aquaporins (AH-kwuh-POR-inz) are (*) channels that facilitate this process. The reverse form of this process is used to filter water. For 10 points, name this diffusion of water across a semipermeable membrane.",osmosis [or osmotic pressure; prompt on diffusion or facilitated diffusion until “diffusion” is read; prompt on pressure until “pressure” is read]
"An opera by this composer opens with the ""spirit of music"" reciting five stanzas to ""calm every troubled heart."" In this composer's last opera, a character sings ""Addio Roma"" after plotting to assassinate Nero's mistress. One of this composer's characters sings ""Possente spirto"" (poh-SEN- tay SPEER-toh) to try to convince (*) Charon (SHAA-rahn) to let him pass. That character in an opera by this composer learns that Euridice (yur-ID-iss-ee) has been bitten by a snake, prompting a visit to the underworld. For 10 points, name this early Italian composer of The Coronation of Poppea and L'Orfeo.",Claudio Monteverdi [Claudio Giovanni Antonio Monteverdi]
"Tradition holds that this Biblical prophet was killed by being sawn in two at the order of king Manasseh. Ibn Ezra proposed that this prophet only wrote the first thirty-nine chapters of his namesake book, which contains four ""Songs of the Suffering Servant."" Joel and Micah repeat the prediction of swords (*) beaten into plowshares made by this major prophet's book, which also foretells that Immanuel will be born when a ""virgin shall conceive."" For 10 points, what man titles the first book of the major prophets, which precedes Jeremiah?",Isaiah [or Book of Isaiah; or Sefer Yeshayahu]
"In 2002, this company was sued for experimenting on children in the Nigerian city of Kano (kah-NOH). The whistleblower Peter Rost sued this company and its subsidiary Wyeth for wrongful termination. Rob Roos accused this company of lying after Janine Small testified to the European Parliament in 2022. This company's CEO Albert Bourla (BOR-luh) refused funds from Operation (*) Warp Speed, and announced in August 2021 that it had developed the first FDA- approved COVID vaccine with the German company BioNTech. For 10 points, name this American pharmaceutical giant.",Pfizer [Pfizer Inc.]
"To promote secular theater, this monarch banned the Chester Mystery Plays. The Theatre in Shoreditch, constructed during the reign of this monarch, was the first permanent theater in England. This monarch licensed a group of actors organized by Robert Dudley. The (*) Globe Theater opened during the reign of this monarch. This monarch saw performances of The Merry Wives of Windsor and Love's Labour's Lost at court, though William Shakespeare's mature plays premiered after this monarch's death. For 10 points, name this long-reigning Tudor queen.",Elizabeth I [prompt on Elizabeth]
"A variety of seafood soup is named for its ability to tempt this man to jump over a wall. Arrowhead and fat choy are eaten in a New Year's dish named for this man. Fingered citrons are called the hands of this man, who has a sour expression in paintings of the ""Vinegar Tasters."" This man, who was given either pork or mushrooms for his (*) final meal by the blacksmith Cunda, rejected Devadatta's (DAY-vah-dah-TAH's) idea to force vegetarianism upon the monastic community. For 10 points, rice pudding was the last meal of what religious leader before he reached Nirvana?",the Buddha [or Shakyamuni Buddha; or Siddhartha; or Siddhartha Gautama; or Tathagata; or Fó or Buddha Jumps Over the Wall; or Buddha's Temptation; or fótiàoqiáng; or Buddha's Delight; or Buddha's hands]
"A transmissible, facial form of this disease occurs in Tasmanian devils. The development of one form of this condition is the subject of Knudsen’s two-hit hypothesis. BRCA1 mutations predispose to some types of this disease. This disease is driven by mutations in (*) oncogenes. The gene p53 prevents this disease, which is called metastatic (MET-uh-STAT-ik) when it spreads. Pap smears, mammograms and colonoscopies screen for various types of, for 10 points, what set of conditions caused by uncontrolled cell division leading to tumors?","cancer [accept specific forms of cancer like breast cancer; ovarian cancer, lymphoma, colon cancer; retinoblastoma]"
"The protagonist of this novel claims ""I say to myself… you are a tree."" After discovering that two lost children are alive on a missionary trip to Africa, a character in this novel discovers her real father was a store owner who was lynched. In this novel, retaliating against a slap from the mayor's wife Miss Millie gets (*) Sofia arrested. The protagonist of this novel is married to a man referred to only as ""Mister"" before falling in love with Shug Avery. For 10 points, name this novel in which Celia writes letters to God, by Alice Walker.",The Color Purple
"In C++, this symbol is placed before preprocessor commands, or directives, such as ""define."" This symbol precedes the name of every channel in Internet Relay Chat servers. In URLs, this symbol is placed before a fragment identifier, called an anchor link in HTML. The name of an object-oriented language used in Microsoft's (*) .NET (dot net) framework ends with this symbol, which also precedes hexadecimal codes for colors on the web. For 10 points, name this symbol that is used to group messages by subjects on social media networks, sometimes called a hashtag.","number sign [or pound sign, or sharp, or hash, or hashtag until it is read]"
"This band states ""in this crazy world, I do, I just want you"" in the ten-minute space epic ""Coloratura."" Beyoncé appears in the music video for an intended ""party song"" by this band whose bridge states ""drink from me, drink from me."" A song by this band has a chorus of ""nobody said it was easy,"" and in another song, this band states ""for some reason I can't explain, (*) I know Saint Peter won't call my name."" For 10 points, name this band fronted by Chris Martin whose songs include ""Hymn for the Weekend,"" ""The Scientist,"" and ""Viva la Vida.""",Coldplay
"A man who fantasizes about blowing up this state's capital tells a robber about Leon Czolgosz (CHOHL-gohsh). In a film set in this state, Travis observes his former lover through a one way mirror. The protagonist of a Wim Wenders (VIM VEN-derz) film carries of photograph of a property in the (*) ""Paris"" of this state. This state is the setting of a Richard Linklater film for which an actor was filmed over a twelve-year period. For 10 points, name this state, the setting of Boyhood and Slacker, which follows people around Austin.",Texas
"This politician intensified one of his initiatives after an assassination attempt by Eduard Kullmann. This politician dropped his Anti-Socialist Laws for an alliance with the Catholic Centre Party. The cartoon ""Dropping the Pilot"" depicts this politician's resignation, after which he stated ""the (*) crash will come 20 years after my departure."" This politician instigated a war by releasing the Ems Dispatch, and stated that ""the great questions of the day"" would be decided ""by iron and blood."" For 10 points, name this chancellor of Prussia.",Otto von Bismarck [Otto Eduard Leopold von Bismarck]
"Zone plates use this phenomenon to focus light. The bright spot appearing at the center of a shadow, an aspect of this phenomenon, vindicated Fresnel's (FREN-el's) wave theory of light. This phenomenon has Fresnel and Fraunhofer types, appearing at different distances from its source. Crystals can (*) create this phenomenon in X-rays, as described by Bragg's law, and crystal structure can be determined from the resulting pattern. For 10 points, name this phenomenon in which waves bend around a small obstacle or pass through a small gap.",diffraction [prompt on interference]
"In a series by this artist, a smoky character extends his hand while St. John literally eats a book. This artist of the Apocalypse series depicted a noseless, lipless character in a scene in which a dog runs between two horses. A pronged staff with a (*) goat's head appears in a painting by him which also portrays a character holding an hourglass on a pale horse. This artist portrayed a woman with wings sitting next to a 4-by-4 magic square. For 10 points, name this German woodcut artist of Melancholia I (one) and Knight, Death, and the Devil.",Albrecht Dürer
"In a novel, a character with this profession named Woodrow Wilson gets married while drunk, as recounted by a ""Time Machine"" between scenes at Anopopei (AN-oh-pah-PAY). A character with this profession throws a pine cone at a squirrel and is cared for by Wilson after abandoning a (*) ""tattered man."" Norman Mailer's The Naked and the Dead describes members of this profession. A man in this profession becomes a flag-bearer after Jim Conklin dies from the title mark of honor. For 10 points, name this profession held by Henry Fleming, who fights in the Civil War.",soldiers [or member of the military; or G.I.]
"A coalition of countries along this body of water fought against the Numancia (noo-mahn-SEE- ah) and other ironclads in the Chincha (CHEEN-chah) Islands War. On May 21, a country celebrates Navy Day to commemorate a battle in which the Esmeralda sank in this body of water. A war named for this body of water included clashes over Tacna and (*) Arica and was partly ended by the Treaty of Ancón (an-KOHN). The Battle of Iquique (ee-KEE-kay) occurred during a war named for this ocean fought over guano and saltpeter deposits. Bolivia lost its coastline along, for 10 points, what ocean during a namesake war?",Pacific Ocean [or War of the Pacific]
"This man's arm is crossed with that of Jesus beneath the Tau cross in the coat of arms of the OFM. Ugolino Brunforte likely compiled a book that reports this man's taming of the Wolf of Gubbio (goob-YOH). The encyclical (en-SIK-luh-kul) Laudato si' (lao-DAO-toh SEE) takes its title from a song written at San Damiano by this subject of the Fioretti (fee-uh-RET-ee), called the (*) ""Canticle of the Sun."" The Poor Clares are a branch of a monastic order founded by this saint, after whom Jorge Bergoglio (HOR-hay bair-GOHL-yoh) took his papal name. For 10 points, what saint from Assisi lends his name to the first Pope from South America?","Saint Francis of Assisi [or Giovanni di Pietro di Bernardone] [the OFM, or Order of Friars Minor, are also known as the Franciscans]"
"The first of these texts written by an American was authored by Amelia Simmons and introduced the use of pearlash. Irma Rombauer wrote an influential one of these texts that surpassed in sales another book by Fannie Farmer outlining housewife behavior. One of these books titled for ""Mastering the Art of"" its central subject covered the basics of (*) cassoulet (KAA-soo-leh) and bouillabaisse (BOOL-yuh-base) and was co-written by Julia Child. For 10 points, name these texts that include Charles Ranhofer's The Epicurean, which popularized Baked Alaska.",cookbooks [or cookery book; or recipe books]
"It doesn't govern rotation, but this law is slightly modified to produce Euler's (OY-ler's) first law of rigid body behavior. In statics, this law is applied to various points in a physical system to determine whether static equilibrium is achieved. The magnitudes of the vectors of a (*) free-body diagram are usually determined by this law. This law can be expressed using the time derivative of momentum, though its most common formula assumes mass is constant with only a changing velocity. For 10 points, name this law given by the formula ""F equals m a."" (F equals M times A)",Newton's Second Law of Motion
"To prevent Mount Helicon (HEL-ee-kahn) from swelling, this creature created a spring where it struck its foot. A hero finds this creature after being told to sleep in the temple of Athena by Polyeidos (PAH-lee-IDE-us) and awaking with a golden bridle. This creature aids a hero who uses a lead (led)-tipped spear. This creature drops boulders on the Amazons (*) and helps kill the Chimera. A gadfly stung this creature while it was on its way to Mount Olympus, causing it to throw Bellerophon (bel-AIR-uh-fahn) to his death. For 10 points, name this winged horse in Greek myth.",Pegasus
"This person helped launch the experimental mining community of Arthurdale. This person arranged a meeting between Walter White and the President to advocate the Costigan-Wagner anti-lynching bill. This person chaired the committee that drafted the Universal Declaration of (*) Human Rights. This person resigned her membership in the Daughters of the American Revolution after the group refused to let Marian Anderson perform; she then organized a concert at the Lincoln Memorial. For 10 points, name this First Lady who was the wife of FDR.",Eleanor Roosevelt [Anna Eleanor Roosevelt; prompt on Roosevelt]
"The Érard (ay-RAHR) company commissioned this composer to showcase its new pedal harp in his Introduction and Allegro. A ""F E D C-sharp motif"" is repeated in a piece by this composer inspired by the malagueña (mal-aa-GAY-nah) and habanera (ah-bah-NAIR-ah). A C-sharp major ""Ondine"" (AHN-deen) opens a piano suite by this composer that features the difficult (*) ""Scarbo"" movement. This composer of Rapsodie Espagnole (es-PAN-yol) and Gaspard de la Nuit (gas-PAR day la NWEE) included a repeating melody over a two-bar snare drum ostinato (ah-stin- AH-toh) in a C major orchestral piece. For 10 points, name this French composer of Boléro (bow- LAY-roh).",Maurice Ravel [Joseph-Maurice Ravel]
"The rate of this process is measured by the run-on assay. TERRA is created when this process occurs at telomeres. In bacteria, this process can be terminated in rho-independent and rho- dependent pathways and may create polycistronic (PAH-lee-sis-TRAH-nik) products, as in the lac operon. The products of this process may undergo capping, polyadenylation, and (*) splicing in eukaryotes (yoo-KAIR-ee-oats) to remove introns. This process is initiated by namesake factors, which bind promoters and recruit RNA polymerase (puh-LIM-er-ayz). For 10 points, name this process of synthesizing RNA from a DNA template.",transcription [prompt on RNA synthesis or similar answers]
"This poem describes a body of water that ""Lay like the folds of a bright girdle furled."" This poem compares the world to an illusory ""land of dreams"" which has ""really neither joy, nor love, nor light."" The speaker of this poem tells his love to ""come to the window, sweet is the night-air!"" (*) and describes an ""eternal note of sadness"" that ""Sophocles (SAH-fuh-kleez) long ago Heard"" on the Aegean (uh-JEE-un). This poem compares its title location to a ""darkling plain"" where ""ignorant armies clash by night."" For 10 points, name this poem by Matthew Arnold.","""Dover Beach"""
"On this show, Dr. Quadpaw is unable to save a character who states ""surprise from above is never as shocking as one from below."" On this show, Andy Serkis plays a prisoner who can't swim. This show's title character infiltrates a garrison on Aldhani (awl-DAH-nee) and helps steal the quarterly payroll for an (*) Imperial sector. This show is named for the thief who later helps steal the plans to the Death Star in the movie Rogue One. Disney+ (""Disney plus"") streams, for 10 points, what Star Wars series on which Cassian (KASH-in) is played by Diego Luna?",Andor
"Kenny Baker recorded a George and Ira Gershwin song titled for how this concept ""Walked In."" Elsie Carlisle recorded a 1929 Cole Porter song about this concept that asks ""Just who can solve its mystery?"" The Goldwyn Follies included a song written as a tribute to George Gershwin's death titled this concept ""Is (*) Here to Stay."" A Richard Rodgers tune from Oklahoma! named for this concept centers on feelings shared between Laurey and Curly. For 10 points, name this romantic concept that titles a Cole Porter song about ""honeymooners at last alone.""","love [or ""Love Walked In""; or ""What Is This Thing Called Love?""; or ""Love Is Here to Stay""; or ""People Will Say We're In Love""; or ""True Love""]"
"Ernest Maconchy's (maa-KAHN-kee's) memoirs recall landing near this city at Kingstown and a lieutenant stabbing three men in a house on this city's Haddington Road. Fighting in this city included the capture of the Union Workhouse and a several-day-long siege of the (*) General Post Office. Patrick Pearse proclaimed a republic in this city during a 1916 rebellion. British troops suppressed the Easter Rising in this city. For 10 points, what city served as the capital of the Irish Republic?",Dublin
"A result named for this man can be proven by considering rotationally equivalent necklaces of multi-colored beads. This man’s namesake primality test fails for Carmichael numbers. Numbers of the form two to the two to the n plus one are named for this man, who also names a result stating that a to the p is congruent to a mod p, his “little” theorem. The (*) Taniyama-Shimura conjecture implies a result named for this man concerning the equation an + bn = cn (a to the n plus b to the n equals c to the n), which was proven by Andrew Wiles. For 10 points, name this mathematician who proposed a “last theorem.”",Pierre de Fermat [accept Fermat’s little theorem or Fermat number or Fermat’s last theorem]
"In March 2022, a fiberglass boat from this country capsized after leaving the port of Sabratah (sah-BRAH-tah). A pipeline connects this country's Sarir Oil Field with its port of Tobruk (tub- ROOK). This country's city of Sirte, which briefly served as its capital during (*) 2011 unrest, lies on the Gulf of Sidra. The city of Cyrene gave its name to this country's region of Cyrenaica (SEE-rin- AY-ik-ah). This country's second-most populous city, Benghazi, is a port on the southern Mediterranean Sea. For 10 points, name this north African country whose coastline lies between Egypt and Tunisia.",Libya [or State of Libya]
